code_module,code_presentation,gender,region,num_of_prev_attempts,studied_credits,disability,date_registration,date_unregistration,sum_click,average_score,final_result
0,1,0,9,0,60,0,-128.0,0.0,1975.0,54.0,1
0,1,1,3,0,180,0,-32.0,0.0,964.0,49.0,1
0,1,1,9,0,170,0,-74.0,0.0,1312.0,59.8,1
0,1,1,6,0,60,0,-109.0,0.0,2136.0,76.0,1
0,1,1,12,0,120,0,-57.0,60.0,4497.0,71.66666666666667,0
0,1,1,6,0,120,0,-180.0,0.0,1541.0,79.4,1
0,1,0,9,0,60,0,-62.0,0.0,3219.0,68.4,1
0,1,1,3,0,60,0,-45.0,185.0,1905.0,50.0,0
0,1,1,3,0,60,0,-54.0,0.0,534.0,54.4,1
0,1,0,10,0,60,0,-73.0,166.0,1418.0,66.66666666666667,0
0,1,1,9,0,60,0,-68.0,0.0,1665.0,72.2,1
0,1,1,3,0,60,0,-31.0,0.0,227.0,72.4,1
0,1,1,1,0,60,0,-108.0,0.0,445.0,61.8,1
0,1,1,11,0,60,0,-165.0,0.0,614.0,66.0,1
0,1,1,1,0,60,0,-58.0,0.0,1215.0,78.0,1
0,1,1,3,0,240,0,-29.0,0.0,1839.0,67.75,1
0,1,1,12,0,240,0,-79.0,109.0,1257.0,57.833333333333336,0
0,1,1,6,0,60,0,2.0,0.0,732.0,78.0,1
0,1,1,8,0,60,0,-151.0,0.0,1935.0,79.2,1
0,1,1,3,0,80,0,-45.0,0.0,321.0,75.8,1
0,1,1,8,0,120,0,-47.0,0.0,427.0,58.4,1
0,1,1,0,0,60,0,-50.0,0.0,1892.0,78.8,1
0,1,1,3,0,60,0,-36.0,0.0,658.0,77.4,1
0,1,1,9,0,60,0,-16.0,0.0,1174.0,55.6,1
0,1,1,5,0,90,0,-198.0,0.0,1969.0,78.4,1
0,1,1,10,0,60,0,-103.0,0.0,2580.0,71.4,1
0,1,1,5,0,120,0,-117.0,0.0,1481.0,76.8,1
0,1,0,11,0,60,0,-68.0,0.0,844.0,58.8,1
0,1,0,0,0,60,0,-172.0,0.0,4963.0,64.8,1
0,1,0,3,0,60,0,-186.0,170.0,426.0,57.5,0
0,1,1,1,0,60,0,-145.0,0.0,1066.0,71.0,1
0,1,0,5,0,60,0,-191.0,0.0,2407.0,76.6,1
0,1,1,0,0,180,0,-17.0,187.0,191.0,43.0,0
0,1,1,6,0,60,0,-68.0,0.0,3348.0,76.4,1
0,1,0,7,0,60,0,-108.0,177.0,2028.0,67.66666666666667,0
0,1,0,6,0,150,0,-74.0,0.0,492.0,73.4,1
0,1,1,9,0,60,0,-107.0,0.0,1961.0,60.6,1
0,1,1,7,0,60,0,-8.0,0.0,1046.0,71.0,1
0,1,1,0,0,120,0,-52.0,0.0,483.0,67.8,1
0,1,1,10,0,60,0,-96.0,0.0,1740.0,70.4,1
0,1,1,5,0,60,0,-141.0,0.0,652.0,75.0,1
0,1,0,7,0,180,0,-162.0,-121.0,0.0,0.0,0
0,1,1,1,0,120,0,-27.0,0.0,187.0,46.75,1
0,1,1,7,0,60,0,-80.0,0.0,1775.0,78.2,1
0,1,1,7,0,60,0,-145.0,0.0,865.0,52.8,1
0,1,0,7,0,60,0,-32.0,0.0,514.0,80.8,1
0,1,1,11,0,60,0,-59.0,0.0,1997.0,78.8,1
0,1,1,11,0,120,1,-66.0,0.0,1277.0,78.0,1
0,1,0,10,0,120,0,-54.0,-3.0,68.0,0.0,0
0,1,1,11,0,120,0,-107.0,0.0,987.0,58.2,1
0,1,1,0,0,60,0,-58.0,0.0,1220.0,82.0,1
0,1,0,3,0,60,0,-123.0,0.0,2742.0,62.6,1
0,1,0,1,0,60,0,-31.0,0.0,1081.0,81.2,1
0,1,1,11,0,60,0,-107.0,0.0,1476.0,60.0,1
0,1,1,9,0,120,0,-121.0,0.0,2230.0,59.2,1
0,1,1,8,0,60,0,-59.0,0.0,281.0,61.8,1
0,1,0,0,0,120,0,-100.0,0.0,1281.0,66.6,1
0,1,0,1,0,60,0,-47.0,0.0,6589.0,78.4,1
0,1,1,8,0,60,0,-67.0,0.0,10083.0,80.4,1
0,1,1,0,0,60,0,-32.0,0.0,1901.0,80.4,1
0,1,0,9,0,60,0,-165.0,0.0,1961.0,57.6,1
0,1,1,7,0,120,0,-32.0,0.0,133.0,61.2,1
0,1,0,8,0,60,0,-67.0,53.0,6588.0,84.66666666666667,0
0,1,0,0,0,60,0,-64.0,0.0,1655.0,74.4,1
0,1,1,6,0,120,0,-103.0,0.0,301.0,65.8,1
0,1,1,6,0,60,0,-53.0,0.0,648.0,74.4,1
0,1,0,9,0,240,1,-192.0,65.0,303.0,36.0,0
0,1,0,7,0,60,0,-196.0,160.0,3928.0,86.875,0
0,1,1,0,0,120,0,-110.0,0.0,1316.0,68.2,1
0,1,1,4,0,60,0,-57.0,0.0,333.0,49.8,1
0,1,0,11,0,60,0,-71.0,51.0,3178.0,82.33333333333333,0
0,1,1,6,0,60,0,-81.0,0.0,1950.0,77.2,1
0,1,1,12,0,60,0,-60.0,0.0,838.0,60.4,1
0,1,1,2,0,120,0,-49.0,0.0,3644.0,78.4,1
0,1,1,0,0,180,1,-37.0,0.0,547.0,78.0,1
0,1,1,0,0,120,0,-75.0,0.0,569.0,82.4,1
0,1,1,5,0,60,0,-49.0,0.0,761.0,73.8,1
0,1,1,8,0,120,0,-32.0,5.0,198.0,0.0,0
0,1,0,3,0,120,0,-38.0,0.0,891.0,56.4,1
0,1,1,0,0,60,0,-52.0,0.0,2129.0,70.0,1
0,1,1,9,0,60,0,-4.0,0.0,1465.0,76.8,1
0,1,0,9,0,120,1,-123.0,0.0,437.0,50.4,1
0,1,1,12,0,180,0,-19.0,0.0,677.0,66.4,1
0,1,0,8,0,60,0,-64.0,0.0,2333.0,72.8,1
0,1,1,1,0,60,0,-155.0,0.0,1062.0,67.8,1
0,1,1,12,0,120,0,-61.0,0.0,543.0,75.6,1
0,1,1,2,0,120,0,-192.0,0.0,164.0,67.8,1
0,1,1,12,0,120,0,-38.0,0.0,910.0,68.0,1
0,1,0,3,0,60,0,-179.0,0.0,671.0,63.8,1
0,1,1,9,0,60,0,-185.0,0.0,875.0,60.6,1
0,1,1,6,0,90,0,-31.0,202.0,997.0,68.625,0
0,1,0,5,0,120,0,-54.0,0.0,3003.0,68.4,1
0,1,1,5,0,60,0,-38.0,0.0,876.0,74.2,1
0,1,1,12,0,180,0,-23.0,0.0,996.0,61.4,1
0,1,0,7,0,60,0,-53.0,0.0,955.0,65.0,1
0,1,1,9,0,60,0,-130.0,0.0,1445.0,72.6,1
0,1,1,10,0,120,0,-129.0,0.0,509.0,43.8,1
0,1,1,4,0,120,0,-67.0,0.0,1388.0,77.2,1
0,1,1,6,0,240,1,-170.0,-100.0,0.0,0.0,0
0,1,1,12,0,120,0,-73.0,0.0,807.0,76.4,1
0,1,1,11,0,90,0,-60.0,172.0,1417.0,59.666666666666664,0
0,1,0,5,0,60,0,-58.0,0.0,411.0,58.4,1
0,1,0,7,0,150,0,-52.0,0.0,646.0,59.8,1
0,1,1,3,0,120,0,-53.0,0.0,739.0,70.6,1
0,1,1,9,0,120,0,-32.0,119.0,1009.0,40.5,0
0,1,1,7,0,60,0,-43.0,73.0,842.0,79.33333333333333,0
0,1,0,9,0,60,0,-120.0,0.0,2832.0,70.6,1
0,1,1,7,0,120,0,-29.0,0.0,901.0,66.6,1
0,1,1,5,0,60,0,-16.0,0.0,998.0,73.0,1
0,1,1,3,0,120,0,-156.0,0.0,1129.0,71.8,1
0,1,1,7,0,120,0,-32.0,0.0,521.0,72.4,1
0,1,1,5,0,120,0,-127.0,0.0,2328.0,81.0,1
0,1,1,7,0,60,0,-51.0,0.0,910.0,72.0,1
0,1,0,6,0,60,0,-30.0,128.0,488.0,81.5,0
0,1,1,11,0,120,0,-158.0,0.0,780.0,73.2,1
0,1,1,2,0,120,0,-22.0,0.0,1271.0,71.4,1
0,1,1,9,0,120,0,-17.0,0.0,7067.0,82.8,1
0,1,1,8,0,60,0,-46.0,0.0,605.0,76.2,1
0,1,1,4,0,60,0,-38.0,241.0,1105.0,63.0,0
0,1,1,8,0,120,0,-29.0,0.0,3064.0,66.0,1
0,1,0,8,0,120,0,-73.0,23.0,4108.0,65.0,0
0,1,1,8,0,60,0,-138.0,0.0,4007.0,72.0,1
0,1,0,0,0,60,0,-91.0,0.0,3004.0,76.4,1
0,1,0,9,0,60,0,-59.0,0.0,1357.0,61.8,1
0,1,1,5,0,60,0,-67.0,0.0,1216.0,77.2,1
0,1,0,0,0,60,0,-170.0,0.0,870.0,72.0,1
0,1,1,9,0,180,0,-42.0,173.0,1980.0,59.75,0
0,1,0,11,0,60,0,-62.0,0.0,3098.0,68.0,1
0,1,1,8,0,60,0,-108.0,0.0,5988.0,56.6,1
0,1,0,3,0,60,0,-87.0,0.0,1896.0,70.0,1
0,1,1,6,0,60,0,-144.0,0.0,1695.0,82.6,1
0,1,1,12,0,60,0,-63.0,203.0,1732.0,68.57142857142857,0
0,1,0,1,0,60,0,-195.0,0.0,910.0,75.2,1
0,1,1,9,0,60,0,-87.0,27.0,1173.0,63.0,0
0,1,1,11,0,120,0,-38.0,0.0,3460.0,81.8,1
0,1,1,3,0,60,0,-30.0,0.0,3493.0,61.8,1
0,1,0,7,0,60,0,-102.0,0.0,4202.0,73.0,1
0,1,1,3,0,60,0,-95.0,0.0,723.0,79.6,1
0,1,1,11,0,60,0,-191.0,0.0,5061.0,85.0,1
0,1,0,5,0,60,0,-124.0,37.0,643.0,68.0,0
0,1,0,6,0,60,0,-106.0,0.0,2756.0,78.2,1
0,1,1,0,0,60,0,-30.0,0.0,1759.0,83.8,1
0,1,1,8,0,75,0,-198.0,103.0,2756.0,61.0,0
0,1,0,6,0,60,0,-58.0,-2.0,420.0,0.0,0
0,1,1,7,0,60,0,-43.0,0.0,7057.0,66.2,1
0,1,1,2,0,60,0,-106.0,0.0,1443.0,76.8,1
0,1,1,6,0,60,0,-32.0,0.0,459.0,77.4,1
0,1,1,9,0,60,0,-164.0,0.0,6518.0,71.0,1
0,1,1,9,0,300,1,-53.0,0.0,5975.0,62.6,1
0,1,1,12,0,60,0,-42.0,0.0,1754.0,72.0,1
0,1,0,8,0,60,1,-81.0,0.0,931.0,73.6,1
0,1,0,1,0,60,0,-57.0,0.0,4294.0,70.4,1
0,1,1,8,0,60,0,-102.0,0.0,1992.0,73.0,1
0,1,0,0,0,120,1,-29.0,0.0,470.0,53.6,1
0,1,1,11,0,60,0,-108.0,240.0,14759.0,83.6,0
0,1,1,2,0,120,0,-195.0,0.0,1216.0,67.25,1
0,1,0,0,0,60,1,-32.0,0.0,1401.0,76.0,1
0,1,1,5,0,60,0,-102.0,0.0,519.0,78.4,1
0,1,0,9,0,60,0,-137.0,0.0,1734.0,66.6,1
0,1,1,3,0,330,1,-16.0,138.0,1430.0,35.666666666666664,0
0,1,0,3,0,60,0,-65.0,173.0,1022.0,58.857142857142854,0
0,1,0,8,0,60,0,-123.0,0.0,1146.0,69.6,1
0,1,0,11,0,120,0,-45.0,0.0,685.0,67.8,1
0,1,1,11,0,60,0,-65.0,0.0,701.0,65.6,1
0,1,1,3,0,120,0,-59.0,163.0,2388.0,66.5,0
0,1,0,8,0,60,0,-46.0,0.0,1888.0,52.6,1
0,1,1,5,0,60,0,-59.0,0.0,2385.0,70.0,1
0,1,1,6,0,60,1,-36.0,10.0,319.0,0.0,0
0,1,0,12,0,60,0,-49.0,0.0,3385.0,62.2,1
0,1,0,11,0,60,1,-32.0,0.0,1454.0,73.8,1
0,1,0,12,0,60,0,-50.0,0.0,1346.0,69.0,1
0,1,0,3,0,60,0,-113.0,0.0,4214.0,66.0,1
0,1,0,0,0,60,0,-108.0,0.0,1401.0,67.2,1
0,1,0,5,0,60,0,-35.0,0.0,1455.0,75.6,1
0,1,1,6,0,60,0,-66.0,0.0,1080.0,71.2,1
0,1,0,11,0,60,0,-116.0,0.0,3236.0,76.4,1
0,1,0,8,0,120,0,-28.0,175.0,2543.0,54.5,0
0,1,0,1,0,60,0,-74.0,0.0,1685.0,83.0,1
0,1,1,8,0,60,0,-129.0,0.0,307.0,51.4,1
0,1,1,8,0,150,0,-85.0,0.0,303.0,61.2,1
0,1,0,1,0,60,0,-45.0,178.0,1129.0,32.0,0
0,1,1,10,0,60,0,-56.0,-19.0,1726.0,75.8,0
0,1,0,6,0,60,0,-101.0,-50.0,0.0,0.0,0
0,1,0,0,0,120,0,-56.0,0.0,565.0,57.2,1
0,1,0,0,0,180,0,-53.0,58.0,2106.0,69.0,0
0,1,0,6,0,60,1,-80.0,0.0,7182.0,83.4,1
0,1,1,7,0,300,0,-129.0,-80.0,0.0,0.0,0
0,1,0,0,0,120,0,-22.0,0.0,2148.0,75.6,1
0,1,0,3,0,60,0,-94.0,0.0,2146.0,50.6,1
0,1,0,1,0,120,0,-185.0,0.0,749.0,73.4,1
0,1,1,8,0,60,0,-101.0,242.0,818.0,73.0,0
0,1,1,6,0,120,0,-35.0,220.0,1497.0,80.0,0
0,1,0,8,0,60,0,-73.0,0.0,2458.0,77.6,1
0,1,1,3,0,120,1,-52.0,114.0,953.0,51.0,0
0,1,0,4,0,60,0,-53.0,0.0,2684.0,74.4,1
0,1,0,1,0,60,0,-32.0,0.0,622.0,60.6,1
0,1,1,8,0,180,0,-50.0,0.0,1611.0,70.0,1
0,1,1,3,0,60,0,-81.0,0.0,4187.0,90.6,1
0,1,1,6,0,60,0,-52.0,0.0,3424.0,78.8,1
0,1,0,6,0,60,0,-106.0,219.0,3115.0,67.0,0
0,1,1,5,0,60,0,-46.0,0.0,323.0,79.6,1
0,1,1,10,0,60,0,-195.0,0.0,1949.0,75.8,1
0,1,1,8,0,120,0,-59.0,0.0,1616.0,55.6,1
0,1,0,0,0,120,0,-144.0,0.0,1690.0,73.6,1
0,1,0,5,0,240,0,-43.0,0.0,2864.0,77.2,1
0,1,1,7,0,60,0,-65.0,0.0,3070.0,79.4,1
0,1,1,1,0,60,0,-105.0,0.0,1617.0,76.6,1
0,1,0,3,0,60,0,-158.0,0.0,1078.0,60.8,1
0,1,1,5,0,120,0,-46.0,0.0,470.0,61.75,1
0,1,0,5,0,60,0,-67.0,0.0,1189.0,78.0,1
0,1,0,0,0,60,0,-65.0,0.0,1216.0,63.2,1
0,1,0,11,0,60,0,-59.0,13.0,228.0,0.0,0
0,1,0,4,0,60,0,-153.0,0.0,2809.0,62.6,1
0,1,0,8,0,60,0,-94.0,0.0,1327.0,64.8,1
0,1,0,8,0,120,0,-38.0,199.0,519.0,53.5,0
0,1,0,8,0,60,0,-67.0,0.0,4441.0,80.6,1
0,1,1,12,0,60,0,-80.0,0.0,7262.0,81.2,1
0,1,1,9,0,60,0,-31.0,0.0,650.0,71.2,1
0,1,1,0,0,60,0,-30.0,0.0,248.0,65.4,1
0,1,0,8,0,60,0,-91.0,0.0,1591.0,71.8,1
0,1,0,8,0,60,0,-35.0,0.0,1359.0,71.8,1
0,1,1,8,0,120,0,-81.0,93.0,493.0,71.2,0
0,1,1,2,0,60,0,-16.0,0.0,988.0,75.4,1
0,1,1,12,0,60,0,-63.0,0.0,1890.0,70.8,1
0,1,1,5,0,60,0,-137.0,39.0,261.0,64.0,0
0,1,0,11,0,60,1,-62.0,0.0,1326.0,79.6,1
0,1,0,0,0,60,0,-94.0,0.0,2905.0,73.6,1
0,1,0,9,0,60,0,-74.0,0.0,1868.0,76.0,1
0,1,0,0,0,60,0,-128.0,0.0,2049.0,72.6,1
0,1,0,6,0,120,0,-106.0,0.0,1160.0,76.4,1
0,1,1,11,0,60,0,-165.0,0.0,582.0,70.0,1
0,1,0,1,0,60,0,-102.0,0.0,491.0,71.4,1
0,1,0,3,0,60,0,-63.0,0.0,1181.0,78.2,1
0,1,0,12,0,60,0,-46.0,0.0,1473.0,64.8,1
0,1,1,1,0,120,0,-127.0,0.0,797.0,56.0,1
0,1,0,5,0,60,0,-38.0,0.0,1964.0,79.4,1
0,1,1,7,0,120,0,-48.0,0.0,2042.0,65.6,1
0,1,1,1,0,60,0,-71.0,0.0,4109.0,79.2,1
0,1,0,9,0,60,0,-52.0,0.0,2434.0,51.2,1
0,1,0,9,0,180,0,-100.0,0.0,1596.0,82.6,1
0,1,1,3,0,60,0,-29.0,0.0,641.0,84.2,1
0,1,1,7,0,60,0,-31.0,0.0,808.0,63.2,1
0,1,1,5,0,60,0,-43.0,0.0,612.0,76.0,1
0,1,1,3,0,60,0,-38.0,0.0,3720.0,68.8,1
0,1,0,8,0,60,0,-25.0,0.0,2287.0,71.4,1
0,1,0,1,0,60,0,-101.0,0.0,2815.0,78.6,1
0,1,1,0,0,60,0,-31.0,0.0,289.0,67.8,1
0,1,1,8,0,180,0,-87.0,0.0,472.0,58.25,1
0,1,1,0,0,120,0,-170.0,0.0,4218.0,79.4,1
0,1,1,1,0,120,0,-58.0,0.0,758.0,67.8,1
0,3,1,6,0,60,0,-52.0,0.0,2791.0,61.8,1
0,3,0,8,0,60,0,-18.0,0.0,499.0,46.8,1
0,3,1,12,0,60,0,-130.0,0.0,1590.0,77.6,1
0,3,0,9,0,60,0,-52.0,0.0,429.0,54.8,1
0,3,1,4,0,60,0,-74.0,0.0,340.0,64.8,1
0,3,0,12,0,120,0,-22.0,0.0,4938.0,63.0,1
0,3,0,11,0,60,0,-87.0,0.0,1480.0,71.0,1
0,3,1,0,0,60,0,-72.0,0.0,3648.0,76.0,1
0,3,0,10,0,120,0,-80.0,0.0,1295.0,73.4,1
0,3,0,1,0,60,0,-50.0,0.0,683.0,71.6,1
0,3,1,7,0,60,0,-82.0,0.0,912.0,51.4,1
0,3,0,6,0,60,0,-78.0,0.0,6396.0,80.2,1
0,3,1,5,0,120,0,-58.0,0.0,950.0,81.8,1
0,3,1,8,0,60,0,-23.0,164.0,1782.0,60.666666666666664,0
0,3,0,9,0,60,0,-52.0,0.0,665.0,58.0,1
0,3,1,6,0,60,0,-41.0,0.0,656.0,77.6,1
0,3,1,3,0,60,0,-72.0,0.0,2280.0,71.2,1
0,3,1,7,0,60,0,-106.0,235.0,802.0,50.0,0
0,3,1,8,1,60,0,-150.0,0.0,1240.0,65.33333333333333,1
0,3,1,7,0,60,0,-80.0,241.0,381.0,45.0,0
0,3,0,0,0,60,0,-80.0,0.0,1769.0,82.6,1
0,3,0,3,0,60,0,-81.0,0.0,3722.0,82.0,1
0,3,1,3,0,60,0,-80.0,0.0,1377.0,61.8,1
0,3,0,8,0,60,0,-80.0,0.0,3019.0,67.8,1
0,3,0,3,0,60,0,-92.0,0.0,1695.0,57.6,1
0,3,0,9,0,60,0,-31.0,207.0,2590.0,67.0,0
0,3,0,9,1,60,0,-28.0,0.0,2259.0,76.0,1
0,3,1,8,0,60,0,-36.0,0.0,2195.0,64.8,1
0,3,1,11,1,60,0,-143.0,143.0,1888.0,81.0,0
0,3,0,0,0,60,0,-82.0,0.0,1831.0,78.4,1
0,3,0,8,0,60,0,-25.0,0.0,1252.0,58.4,1
0,3,1,7,0,60,0,-68.0,0.0,332.0,60.0,1
0,3,1,0,0,60,0,-115.0,0.0,157.0,78.6,1
0,3,0,8,0,60,0,-15.0,0.0,4000.0,65.4,1
0,3,1,4,0,60,0,-110.0,0.0,574.0,78.2,1
0,3,0,0,1,120,0,-82.0,24.0,73.0,0.0,0
0,3,0,7,1,60,1,-51.0,0.0,610.0,53.142857142857146,1
0,3,1,9,1,210,0,-127.0,0.0,756.0,48.833333333333336,1
0,3,1,0,0,120,1,-30.0,0.0,368.0,63.4,1
0,3,1,4,1,120,0,-41.0,0.0,1718.0,68.66666666666667,1
0,3,0,5,1,60,1,-154.0,0.0,3812.0,79.5,1
0,3,0,6,0,60,0,-74.0,0.0,2342.0,66.4,1
0,3,1,11,0,60,0,-92.0,0.0,141.0,68.4,1
0,3,0,10,0,120,0,-129.0,234.0,166.0,67.0,0
0,3,0,8,0,60,0,-72.0,104.0,765.0,71.0,0
0,3,0,0,1,120,0,-156.0,0.0,2645.0,78.14285714285714,1
0,3,0,7,0,60,0,-57.0,172.0,4746.0,74.0,0
0,3,1,1,1,60,0,-24.0,201.0,2062.0,68.2,0
0,3,0,0,0,60,1,-148.0,0.0,1300.0,62.4,1
0,3,1,9,0,60,0,-44.0,0.0,2129.0,76.0,1
0,3,1,4,0,60,0,-85.0,0.0,812.0,60.4,1
0,3,0,7,0,60,1,-89.0,0.0,4841.0,75.4,1
0,3,0,1,0,60,0,-30.0,0.0,1610.0,65.0,1
0,3,1,3,0,60,0,-115.0,0.0,3779.0,69.6,1
0,3,0,0,0,270,0,-45.0,67.0,3018.0,85.0,0
0,3,1,10,0,60,0,-23.0,0.0,833.0,65.6,1
0,3,1,12,1,60,0,-64.0,0.0,4497.0,71.66666666666667,1
0,3,1,0,0,60,0,-30.0,0.0,1836.0,75.8,1
0,3,1,1,0,60,0,3.0,0.0,2135.0,69.4,1
0,3,1,8,0,60,0,-80.0,0.0,930.0,66.0,1
0,3,1,9,0,60,0,-45.0,0.0,1114.0,66.4,1
0,3,1,12,0,60,0,-21.0,0.0,2386.0,70.6,1
0,3,1,8,0,60,0,-107.0,0.0,702.0,66.2,1
0,3,0,1,0,60,0,-156.0,0.0,2811.0,59.6,1
0,3,1,12,1,180,0,-135.0,0.0,1257.0,57.833333333333336,1
0,3,1,11,0,60,0,-20.0,0.0,201.0,46.4,1
0,3,1,12,0,60,0,-155.0,0.0,2025.0,72.4,1
0,3,0,7,0,60,0,-137.0,0.0,1365.0,67.2,1
0,3,0,12,0,120,0,-5.0,0.0,865.0,49.0,1
0,3,0,3,1,120,0,-156.0,-87.0,426.0,57.5,0
0,3,1,7,0,60,0,-28.0,0.0,1178.0,70.2,1
0,3,1,0,0,60,0,-73.0,0.0,2485.0,74.0,1
0,3,1,0,0,60,0,-56.0,0.0,1594.0,79.6,1
0,3,0,8,0,240,0,-134.0,0.0,359.0,53.8,1
0,3,1,1,0,60,0,-155.0,0.0,2080.0,81.8,1
0,3,1,0,0,120,0,-43.0,229.0,251.0,54.0,0
0,3,0,3,0,60,0,-155.0,132.0,2090.0,45.0,0
0,3,0,0,0,60,0,-37.0,0.0,605.0,73.0,1
0,3,0,7,1,120,0,-11.0,158.0,2028.0,67.66666666666667,0
0,3,0,0,0,60,0,-103.0,0.0,895.0,72.4,1
0,3,0,11,0,60,0,-73.0,0.0,2682.0,83.0,1
0,3,1,0,0,60,0,-36.0,0.0,1157.0,86.2,1
0,3,0,0,0,90,0,-155.0,0.0,2267.0,72.8,1
0,3,1,6,0,60,0,-79.0,0.0,1845.0,73.6,1
0,3,1,6,0,60,0,-156.0,0.0,3275.0,73.4,1
0,3,1,1,0,60,0,-122.0,0.0,1336.0,75.2,1
0,3,0,6,0,60,0,-88.0,0.0,5805.0,66.0,1
0,3,1,8,0,60,0,-52.0,0.0,311.0,84.6,1
0,3,1,7,0,60,0,-35.0,0.0,1859.0,81.6,1
0,3,0,9,0,60,0,-50.0,0.0,7901.0,60.0,1
0,3,1,5,0,60,1,-147.0,0.0,1422.0,80.6,1
